,Trans_desc_brand,Prediction
152,CHECK CRD PURCHASE 11/11 ACT*KHSWEBSTOREGZZ      111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ACT*KHSWEBSTOREGZZ,Retail Trade
153,CHECK CRD PURCHASE 11/11 PRONTOPASS SOLUTIO      111-111-1111  OH 111111XXXXXX1111 111111111111111                               ?MCC=1111PRONTOPASS SOLUTIO,Retail Trade
154,CHECK CRD PURCHASE 11/11 U OF U ALUMNI ASSOC     SALT LAKE CIT UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11U OF U ALUMNI ASSOC,Retail Trade
155,CHECK CRD PURCHASE 11/11 ACT*YouthTheatreAtTheU  111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ACT*YouthTheatreAtTheU,Retail Trade
156,CHECK CRD PURCHASE 11/11 DAKOTA CTY TECH BO      ROSEMOUNT     MN 111111XXXXXX1111 111111111111111                               ?MCC=1111DAKOTA CTY TECH BO,Retail Trade
157,CHECK CRD PURCHASE 11/11 ASU HERBERGER WEBTIX    111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ASU HERBERGER WEBTIX,Retail Trade
158,CHECK CRD PURCHASE 11/11 BEREAN PRE-SCHOOL       111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BEREAN PRE-SCHOOL,Education
159,CHECK CRD PURCHASE 11/11 MPIX / MILLER'S         111-1111111   KS 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MPIX / MILLER'S,Retail Trade
160,CHECK CRD PURCHASE 11/11 CPRTODAY INC            111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CPRTODAY INC,Retail Trade
161,CHECK CRD PURCHASE 11/11 THE ANSEL ADAMS GA      1111111111    CA 111111XXXXXX1111 111111111111111                               ?MCC=1111THE ANSEL ADAMS GA,Retail Trade
162,CHECK CRD PURCHASE 11/11 CIRCLE R CUSTOM HA      DALLAS        TX 111111XXXXXX1111 111111111111111                               ?MCC=1111CIRCLE R CUSTOM HA,Retail Trade
163,CHECK CRD PURCHASE 11/11 SQ *WARD TRADITIONAL A  Tempe         AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SQ *WARD TRADITIONAL A,Retail Trade
164,CHECK CRD PURCHASE 11/11 WASHTENAW COMMUNITY     111-111-1111  MI 111111XXXXXX1111 111111111111111                               ?MCC=1111 11WASHTENAW COMMUNITY,Retail Trade
165,CHECK CRD PURCHASE 11/11 SUC NOGALES             NOGALES SON   MX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SUC NOGALES,Retail Trade
166,CHECK CRD PURCHASE 11/11 SOUTH HIGH SCHOOL       DENVER        CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SOUTH HIGH SCHOOL,Education
167,CHECK CRD PURCHASE 11/11 TEMPE UNION HSD #111    111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TEMPE UNION HSD #111,Education
168,CHECK CRD PURCHASE 11/11 DARLEEN'S TEA ROOM      LAKE HAVASU C AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DARLEEN'S TEA ROOM,Retail Trade
169,CHECK CRD PURCHASE 11/11 GSC*WESTERN SCHOOLS     111-111-1111  MA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GSC*WESTERN SCHOOLS,Retail Trade
170,CHECK CRD PURCHASE 11/11 HURST ONLINE NURSE REV  111-1111111   MS 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HURST ONLINE NURSE REV,Retail Trade
171,CHECK CRD PURCHASE 11/11 PRECIOUS TREASURES CHI  111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PRECIOUS TREASURES CHI,Retail Trade
172,CHECK CRD PURCHASE 11/11 ACT*Avid1Adventure      111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ACT*Avid1Adventure,Retail Trade
173,CHECK CRD PUR RTRN 11/11 CONTINUING LEGAL EDUCA  DENVER        CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CONTINUING LEGAL EDUCA,Retail Trade
174,CHECK CRD PURCHASE 11/11 LMU UNIV RELATIONS 1    111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11LMU UNIV RELATIONS 1,Retail Trade
175,CHECK CRD PURCHASE 11/11 EVERETT CC CASHIER      EVERETT       WA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11EVERETT CC CASHIER,Retail Trade
176,CHECK CRD PURCHASE 11/11 AZ CONTR LCNSE CTR-MES  MESA          AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AZ CONTR LCNSE CTR-MES,"Trade, Professional and Personal Services"
177,CHECK CRD PURCHASE 11/11 YOUNG MINDS PRESCHOOL   YUMA          AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11YOUNG MINDS PRESCHOOL,Retail Trade
178,CHECK CRD PURCHASE 11/11 RU UGADM                111-1111111   NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11RU UGADM,Retail Trade
179,CHECK CRD PURCHASE 11/11 DESERT MARIGOLD         111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DESERT MARIGOLD,Retail Trade
180,CHECK CRD PURCHASE 11/11 CO TKD LLC              LITTLETON     CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CO TKD LLC,Retail Trade
181,CHECK CRD PURCHASE 11/11 1 WEST 11 ST REST       NEW YORK      NY 111111XXXXXX1111 111111111111111                               ?MCC=11111 WEST 11 ST REST,Entertainment
182,CHECK CRD PURCHASE 11/11 JACKPOT TERIYAKI        TULALIP       WA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JACKPOT TERIYAKI,Entertainment
183,CHECK CRD PURCHASE 11/11 STUDIO EIGHTY           FORT WORTH    TX 111111XXXXXX1111 111111111111111                               ?MCC=1111STUDIO EIGHTY,Retail Trade
184,CHECK CRD PURCHASE 11/11 MINGS WOK               FORT WORTH    TX 111111XXXXXX1111 111111111111111                               ?MCC=1111MINGS WOK,Entertainment
185,CHECK CRD PURCHASE 11/11 NEW NAGOYA              MADISON       MS 111111XXXXXX1111 111111111111111                               ?MCC=1111NEW NAGOYA,Retail Trade
186,CHECK CRD PURCHASE 11/11 FITLIFE LLC             111-1111111   PA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FITLIFE LLC,Retail Trade
187,CHECK CRD PURCHASE 11/11 HOP BO                  MELBOURNE     FL 111111XXXXXX1111 111111111111111                               ?MCC=1111HOP BO,Entertainment
188,CHECK CRD PURCHASE 11/11 J HARRODS RESTAURANT    PROSPECT      KY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11J HARRODS RESTAURANT,Entertainment
189,CHECK CRD PURCHASE 11/11 SWEEP LEFT              LINCOLN       NE 111111XXXXXX1111 111111111111111                               ?MCC=1111SWEEP LEFT,Retail Trade
190,CHECK CRD PURCHASE 11/11 EUROPA CAFE             NEW YORK      NY 111111XXXXXX1111 111111111111111                               ?MCC=1111EUROPA CAFE,Entertainment
191,CHECK CRD PURCHASE 11/11 THE TRAP BAR            ALTA          WY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THE TRAP BAR,Entertainment
192,CHECK CRD PURCHASE 11/11 BELLALUKES              LAKE ZURICH   IL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BELLALUKES,Retail Trade
193,CHECK CRD PURCHASE 11/11 DELIZIOSA PIZZERIA      SPRING VALLEY NY 111111XXXXXX1111 111111111111111                               ?MCC=1111DELIZIOSA PIZZERIA,Entertainment
194,DEBIT CRD PUR INTL 11/11 LOCANDA DEL MARINAIO    AMALFI        IT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11LOCANDA DEL MARINAIO,Retail Trade
195,CHECK CRD PURCHASE 11/11 PIZZAH-ROCKYMN1111      ROCKY MOUNT   NC 111111XXXXXX1111 111111111111111                               ?MCC=1111PIZZAH-ROCKYMN1111,Retail Trade
196,CHECK CRD PURCHASE 11/11 1ND ST DEPOT  BAR & GR  HASTINGS      MN 111111XXXXXX1111 111111111111111                               ?MCC=1111 111ND ST DEPOT  BAR & GR,Entertainment
197,CHECK CRD PURCHASE 11/11 QUIZNO SUB #1111        MARTINEZ      CA 111111XXXXXX1111 111111111111111                               ?MCC=1111QUIZNO SUB #1111,Entertainment
198,CHECK CRD PURCHASE 11/11 SEA BAY CAFE            OCEAN CITY    MD 111111XXXXXX1111 111111111111111                               ?MCC=1111SEA BAY CAFE,Entertainment
199,CHECK CRD PURCHASE 11/11 NAPOLI FLYING PIZZ      PASADENA      TX 111111XXXXXX1111 111111111111111                               ?MCC=1111NAPOLI FLYING PIZZ,Entertainment
200,CHECK CRD PURCHASE 11/11 ANNIE S                 BEAVERTON     OR 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ANNIE S,Retail Trade
201,CHECK CRD PURCHASE 11/11 EL CABRITO ANTOJIT      SALT LAKE CIT UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11EL CABRITO ANTOJIT,Entertainment
202,CHECK CRD PURCHASE 11/11 EL PAPAGAYO RESTAU      CARMICHAEL    CA 111111XXXXXX1111 111111111111111                               ?MCC=1111EL PAPAGAYO RESTAU,Entertainment
203,CHECK CRD PURCHASE 11/11 FUSION CUISINE          LEWISBURG     TN 111111XXXXXX1111 111111111111111                               ?MCC=1111FUSION CUISINE,Entertainment
204,RECUR DEBIT CRD PMT11/11 THE SMITH FAMILY        SYDNEY        AU 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THE SMITH FAMILY,Health and Community Services
205,CHECK CRD PURCHASE 11/11 WESTCHESTER GOLF 11111  LOS ANGELES   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11WESTCHESTER GOLF 11111,Entertainment
206,DEBIT CRD PUR INTL 11/11 BLUE HOUR               KATOOMBA      AU 111111XXXXXX1111 111111111111111                               ?MCC=1111BLUE HOUR,Retail Trade
207,CHECK CRD PURCHASE 11/11 NEW CHOPSTICKS HOUSE    PHILADELPHIA  PA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11NEW CHOPSTICKS HOUSE,Entertainment
208,CHECK CRD PURCHASE 11/11 THE 11TH FRAME SNACK B  ROCK SPRINGS  WY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THE 11TH FRAME SNACK B,Retail Trade
209,CHECK CRD PURCHASE 11/11 DREAM NIGHT CLUB        MATTHEWS      NC 111111XXXXXX1111 111111111111111                               ?MCC=1111DREAM NIGHT CLUB,Entertainment
210,CHECK CRD PURCHASE 11/11 CJ SALOON               PLEASANT HILL CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CJ SALOON,Entertainment
211,CHECK CRD PURCHASE 11/11 MFS SUPPLY              111-111-1111  OH 111111XXXXXX1111 111111111111111                               ?MCC=1111                     111111111DAMFS SUPPLY,Retail Trade
212,CHECK CRD PURCHASE 11/11 COPPER MINE CAFE        MIAMI         AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11COPPER MINE CAFE,Entertainment
213,CHECK CRD PURCHASE 11/11 CHINA FUN               CHARLOTTE     NC 111111XXXXXX1111 111111111111111                               ?MCC=1111CHINA FUN,Entertainment
214,CHECK CRD PURCHASE 11/11 SHORE LANES             NEPTUNE       NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111SHORE LANES,Retail Trade
215,CHECK CRD PURCHASE 11/11 SOLDIER CREEK BREW      FAIRFIELD     ID 111111XXXXXX1111 111111111111111                               ?MCC=1111SOLDIER CREEK BREW,Entertainment
216,CHECK CRD PURCHASE 11/11 BOMBAY BEIJING          CARY          NC 111111XXXXXX1111 111111111111111                               ?MCC=1111BOMBAY BEIJING,Entertainment
217,CHECK CRD PUR RTRN 11/11 ARIZONA DAILY STAR      1111111111    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ARIZONA DAILY STAR,Retail Trade
218,CHECK CRD PURCHASE 11/11 SITTING DUCK            LONG BRANCH   NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111SITTING DUCK,Retail Trade
219,CHECK CRD PURCHASE 11/11 1 STARS FAMILY RES      111-111111111 IA 111111XXXXXX1111 111111111111111                               ?MCC=11111 STARS FAMILY RES,Health and Community Services
220,CHECK CRD PURCHASE 11/11 FOCACCIA CAFE SAN FRAN  SAN FRANCISCO CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FOCACCIA CAFE SAN FRAN,Entertainment
221,CHECK CRD PURCHASE 11/11 BRITO'S BURRITO         BUENA PARK    CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BRITO'S BURRITO,Entertainment
222,CHECK CRD PURCHASE 11/11 EL AREPAZO - 1 WES      MIAMI         FL 111111XXXXXX1111 111111111111111                               ?MCC=1111EL AREPAZO - 1 WES,Entertainment
223,CHECK CRD PURCHASE 11/11 AHI SUSHI & GRILL       ALPINE        CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AHI SUSHI & GRILL,Entertainment
224,CHECK CRD PURCHASE 11/11 SUITE                   JACKSONVILLE  FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SUITE,Travel
225,CHECK CRD PURCHASE 11/11 TANGY RESTAURANT        VALLEY VILLAG CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TANGY RESTAURANT,Entertainment
226,RECUR DEBIT CRD PMT11/11 KUT RADIO UT AUSTI      111-1111111   TX 111111XXXXXX1111 111111111111111                               ?MCC=1111KUT RADIO UT AUSTI,Property and Business Services
227,CHECK CRD PURCHASE 11/11 SABROSO                 ATLANTA       GA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SABROSO,Retail Trade
228,CHECK CRD PURCHASE 11/11 SELECT SEAFOOD RES      DURHAM        NC 111111XXXXXX1111 111111111111111                               ?MCC=1111SELECT SEAFOOD RES,Entertainment
229,CHECK CRD PURCHASE 11/11 ARIZONA NATIONAL GOL    111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ARIZONA NATIONAL GOL,Entertainment
230,CHECK CRD PURCHASE 11/11 LAF - OAK BROOK         IRVINE        CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11LAF - OAK BROOK,Retail Trade
231,CHECK CRD PUR RTRN 11/11 ZAXBY'S 11111      Q11  SAVANNAH      GA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ZAXBY'S 11111      Q11,Entertainment
232,CHECK CRD PURCHASE 11/11 The Mad Batter Bak      CULLOWHEE     NC 111111XXXXXX1111 111111111111111                               ?MCC=1111The Mad Batter Bak,Retail Trade
233,CHECK CRD PURCHASE 11/11 PAXIA ALTA COCINA MEXI  DENVER        CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PAXIA ALTA COCINA MEXI,Entertainment
234,CHECK CRD PURCHASE 11/11 MAS NATURAL             BROWNSVILLE   TX 111111XXXXXX1111 111111111111111                               ?MCC=1111MAS NATURAL,Retail Trade
235,"CHECK CRD PURCHASE 11/11 HOOTERS II, INC         TAMPA         FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HOOTERS II, INC",Retail Trade
236,CHECK CRD PURCHASE 11/11 SPASSO                  MINNETONKA    MN 111111XXXXXX1111 111111111111111                               ?MCC=1111SPASSO,Entertainment
237,CHECK CRD PURCHASE 11/11 CASA ITALIANA           CANANDAIGUA   NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CASA ITALIANA,Entertainment
238,CHECK CRD PURCHASE 11/11 PLAYERS CAFE            PONTE VEDRA   FL 111111XXXXXX1111 111111111111111                               ?MCC=1111PLAYERS CAFE,Entertainment
239,"CHECK CRD PURCHASE 11/11 ENCORE DANCE CENTER, I  PHOENIX       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ENCORE DANCE CENTER, I",Entertainment
240,CHECK CRD PURCHASE 11/11 POMODORO GRILL          VERO BEACH    FL 111111XXXXXX1111 111111111111111                               ?MCC=1111POMODORO GRILL,Entertainment
241,CHECK CRD PURCHASE 11/11 FRANK & LUPE II         SCOTTSDALE    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FRANK & LUPE II,Entertainment
242,CHECK CRD PUR RTRN 11/11 BEAR CREEK GOLF COMPLE  CHANDLER      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BEAR CREEK GOLF COMPLE,Entertainment
243,CHECK CRD PURCHASE 11/11 THE WORD BIBLE BOOKS A  DENVER        CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11THE WORD BIBLE BOOKS A,Entertainment
244,DEBIT CRD PUR INTL 11/11 REST BAR TEQUILAS       GUAYMAS SON   MX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11REST BAR TEQUILAS,Entertainment
245,CHECK CRD PURCHASE 11/11 GRACIAS MADRE-SAN       SAN FRANCISCO CA 111111XXXXXX1111 111111111111111                               ?MCC=1111GRACIAS MADRE-SAN,Entertainment
246,DEBIT CRD PURCHASE 11/11 QUIZNOS                 MONTEGO BAY   JM 111111XXXXXX1111 111111111111111                               ?MCC=1111QUIZNOS,Retail Trade
247,CHECK CRD PURCHASE 11/11 SHIRAZ                  GOTEBORG      SE 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SHIRAZ,Retail Trade
248,CHECK CRD PURCHASE 11/11 REY`S                   RALEIGH       NC 111111XXXXXX1111 111111111111111                               ?MCC=1111REY`S,Entertainment
249,CHECK CRD PURCHASE 11/11 VFW CLUB                WESTBROOK     MN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11VFW CLUB,Entertainment
250,CHECK CRD PURCHASE 11/11 OBA INC                 111-1111111   OR 111111XXXXXX1111 111111111111111                               ?MCC=1111 11OBA INC,Retail Trade
251,RECUR DEBIT CRD PMT11/11 JERUSALEM POST LTD      11 1111111TEL IP 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JERUSALEM POST LTD,Retail Trade
252,CHECK CRD PURCHASE 11/11 BELLA VETA ITALIAN      CLIFTON       TX 111111XXXXXX1111 111111111111111                               ?MCC=1111BELLA VETA ITALIAN,Entertainment
253,CHECK CRD PURCHASE 11/11 OXNARD DOUGHNUTS 1      OXNARD        CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11OXNARD DOUGHNUTS 1,Entertainment
254,CHECK CRD PURCHASE 11/11 CHODANG RESTAURANT      CERRITOS      CA 111111XXXXXX1111 111111111111111                               ?MCC=1111CHODANG RESTAURANT,Entertainment
255,CHECK CRD PURCHASE 11/11 BILLIE'S LLC            BRIGHTON      CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BILLIE'S LLC,Retail Trade
